Href, ImageUrl, Title, Rating, NumRatings, DataSupplier, DataAuthor, DataPublisher, DataPublishYear, DataSize, DataBookLayout, Des, DataQtyOfPage, Cate0, Cate1, Cate2, Cate3, PriceSpecial, PriceOld
https://www.fahasa.com/nhung-cuoc-phieu-luu-li-ki-cua-mumi-bo.html https://cdn0.fahasa.com/media/catalog/product/8/9/8935244871258.jpg "

					Những Cuộc Phiêu Lưu Li Kì Của Mumi Bố (Tái Bản 2022)				" "" "(0 đánh giá)" "
Nhà Xuất Bản Kim Đồng " "
				    Tove Jansson				" "
				    Kim Đồng				" "
				    2022				" "
				    19 x 13 x 1 cm				" "
				    Bìa Mềm				" "
Những Cuộc Phiêu Lưu Li Kì Của Mumi Bố
Không phải đợi đến khi thật già người ta mới nhớ lại tuổi trẻ sôi nổi của mình. Mumi Bố, vào một ngày nọ bỗng nhớ lại tất cả những chuyện đã xảy ra. Nào là việc chạy trốn khỏi nhà dành cho trẻ bị bỏ rơi, kết bạn bè, lên con thuyền Tiếng rì rầm của biển. Chuyến phiêu lưu lênh đênh từ sông lớn ra đại dương đầy thú vị nhưng vô cùng hiểm nguy, hết gặp lũ Chân Dính, Quỷ Đông, Đô Đô Biển lại đến Chó Biển, ma và lũ Hattivatti kì quái đến mức thật khó mà tả đúng đó là những con vật gì… Thế nhưng, ai đi xa cũng phải về nhà, cuối cùng, Mumi Bố, cùng những người bạn đã tìm được bến bờ yên ả của mình. Đó là gia đình, lũ trẻ thơ, ngôi nhà ấm áp và những kí ức không bao giờ quên lãng về người thân yêu cùng những kỉ niệm đẹp đẽ tuyệt vời…
“Những câu chuyện về Mumi rất tuyệt vời để đọc to cũng như nhâm nhi một mình trước khi đi ngủ.”
(Tạp chí Wall Street - Hoa Kì)
“Tove Jansson là một thiên tài về thể loại truyện huyền ảo. Những cuốn truyện đơn giản cộng hưởng với những rung động đa chiều và sâu sắc, được cả trẻ em và người lớn vô cùng yêu thích, đã trở nên phổ biến trên khắp thế giới và nhất là ở Bắc Âu.”
(Philip Pullman - Nhà văn Anh nổi tiếng)
Tove Jansson (1914 - 2001)
Nữ văn sĩ, họa sĩ, nhà điêu khắc nổi tiếng người Phần Lan gốc Thụy Điển.
Đã nhận nhiều giải thưởng của Phần Lan và quốc tế về sáng tác văn học: Giải thưởng Hans Christian Andersen (1966), Giải thưởng của Viện Hàn lâm Thụy Điển (1972, 1994) và Giải thưởng Nhà nước Phần Lan về Văn học (1963, 1971, 1982)... 
" "
				    208				" "Sách tiếng Việt" "Thiếu nhi" "Truyện Thiếu Nhi" "Truyện Đọc Thiếu Nhi" "45.000 đ" "50.000 đ"
https://www.fahasa.com/be-tap-ke-chuyen-chu-tho-tinh-khon-tai-ban-2022.html https://cdn0.fahasa.com/media/catalog/product/8/9/8934974179795.jpg "

